Index	text	level
702	Maskers zijn meestal grappig of kleurrijk, maar een man in Japan pakt het anders aan. Hij maakt levensechte maskers van gewone gezichten. Het eerste masker dat hij maakte was van zijn eigen gezicht. Het leek hem leuk om een dubbelganger te hebben en inmiddels lopen er heel wat look-a-likes van de Japanner rond. Nu maakt hij ook maskers van andere gezichten. Goedkoop is dat niet. Zo'n levensecht masker kost bijna 800 euro.	A2+
703	Het mandaatgebied Palestina ontstond na de Eerste Wereldoorlog en omvatte het huidige Israël en Palestina. Ook Jordanië was er eerst onderdeel van. Het mandaatgebied werd door het Verenigd Koninkrijk bestuurd.Oorspronkelijk behoorden deze gebieden tot het Ottomaanse Rijk, dat na de Eerste Wereldoorlog uiteenviel. De Volkenbond, de voorloper van de Verenigde Naties, gaf een mandaat over het het gebied toen aan de Britten. Op 15 mei 1948 eindigde het mandaat over het gebied Palestina. Voorgeschiedenis Voor de Engelsen het mandaat over Palestina kregen was er een oorlog in het gebied Oorlog met het Ottomaanse rijk Palestina werd in 1918 door de Engelsen veroverd. Daarvoor was het onderdeel geweest van het Ottomaanse rijk. Dat rijk was een tegenstander van de geallieerden in de Eerste Wereldoorlog. De Engelsen en Fransen wilden daar allebei gebied veroveren. Ze wilden geen ruzie met elkaar en sloten een geheim verdrag. Het Sykes-Picotverdrag van 16 mei 1916 stelde vast hoe ze het gebied gingen verdelen. De Britten hadden al een afspraak met een groep Arabische vrijheidsstrijders. Faycal Hoessein was hun leider. in 1915 stuurde McMahon hem een officiële brief. De Engelse regering beloofde hem plechtig het hele Arabische gebied. Ze mochten daar dan een Arabische staat maken. Ook Palestina hoorde bij dat gebied. De Arabische vrijheidsstrijders moesten dan wel met de Engelsen meevechten tegen de Ottomanen.	B2+
704	Een beetje zeespiegelstijging is voor een doorsnee mangrovebos geen probleem. Maar gaat het te snel, dan verzuipt de boel. Mangroven kunnen een maximale zeespiegelstijging aan van 7 millimeter per jaar, boven die drempelwaarde verdrinken de bomen en struiken in dit (sub)tropische ecosysteem. Dat concludeert een internationale groep geologen en biologen 7 juni in Science op basis van 78 boorkernen. Momenteel stijgt de zeespiegel met 3,4 millimeter per jaar, maar bij een business as usual -scenario loopt dat op tot 10 millimeter per jaar in 2100. Dan zit er voor een mangrovebos nog maar één ding op: landinwaarts migreren. Maar gezien het menselijk kustgebruik zit dat er op de meeste plekken niet in. IJstijd ‘Mooi en relevant onderzoek’, zegt de Utrechtse mangroveonderzoeker Job de Vries, niet betrokken bij de studie. ‘Er is wel eerder werk gedaan om met boorkernen het effect van zeespiegelstijging op mangroven te achterhalen, maar deze onderzoekers werpen nu voor het eerst een mondiale blik op het Vroeg-Holoceen, toen de wereld ontwaakte uit de laatste ijstijd. En dat is bijzonder.’ Die ontijzing van de wereld begon zo’n twintigduizend jaar geleden. In eerste instantie steeg de zeespiegelstijging daardoor extreem snel, maar de stijging zwakte halverwege het Holoceen, zo’n tien-tot zevenduizend jaar geleden, langzaam steeds verder af met hier en daar wat fluctuaties. Vooral in die laatste periode van stabilisatie moesten mangroven steeds verder landinwaarts migreren.	B2+
705	"Marl is een stad in de Duitse deelstaat Noordrijn-Westfalen, gelegen in de Kreis Recklinghausen. Marl telde 86.867 inwoners op 28 februari 2017.[3] Indeling van de gemeente Marler stadsdelen en -districten Panorama Marl. V. l. n. r.: Marienhospital, wijk Brassert, mijnafvalberg (Halde) ""Lipper Höhe"", Chemiepark Marl, belastingkantoor, Parkhotel, gemeentehuis, Stadttheater, Halde ""Brinkfortsheide"", Laubfrosch en flat Wohnen West. Stadsdelen Marl is onderverdeeld in de volgende Stadtteile (stadsdelen) met hun officiële wijknummer (tussen haakjes het aantal inwoners per 31 december 2018):"	A2
706	Door het coronavirus kunnen begrafenissen vanuit Nederland naar Marokko niet doorgaan. Als u de begrafeniskosten in Nederland niet kunt betalen, kunt u misschien een vergoeding krijgen. Deze vergoeding noemen we de bijzondere bijstand. Wanneer kan ik bijzondere bijstand aanvragen? - Als u onvoldoende of geen vergoeding krijgt vanuit een Islamitische begrafenisverzekering of van de Marokkaanse regering. - Als het gaat om uw eigen man, vrouw of (schoon)kind onder de 18 jaar. - Als het gaat om uw (schoon)ouder of meerderjarig (schoon)kind. Wanneer kan ik bijzondere bijstand niet aanvragen? - Als het gaat om uw eigen man, vrouw of (schoon)kind onder de 18 jaar en u hebt geen begrafenisverzekering. In dit geval krijgt u mogelijk een lening. U betaalt het geleende bedrag later terug. Deze kosten vergoeden wij niet omdat u zelf verantwoordelijk bent voor uw partner en minderjarige kind(eren). Voor dit soort kosten kunt u een uitvaartverzekering regelen of sparen. - Als het gaat om uw zus, broer, opa, oma of verdere familie. Deze kosten moet u zelf betalen, omdat u als tweedegraads familie volgens de wet niet verplicht bent om voor de overledene te zorgen. Een eerstegraads familielid van de overledene zou deze zorg moeten dragen. Bestaan er geen eerstegraads familie? Dan komt u misschien wel in aanmerking voor een vergoeding. Neem in dat geval contact op via financieleregelingen@utrecht.nl.	A2+
707	Mary, Queen of Scots als feministische LGBTQ-activist? Hm, ja, ja Fien Veldman verheugde zich op de feministische lessen van de eigenzinnige koningin Mary Stuart, maar in Mary, Queen of Scots ligt de wokeness er wel erg dik bovenop. De lessen die Mary, Queen of Scots ons leert zijn niet te missen: vrouwen zijn overwegend top en mannen zijn overwegend shit. In eerste instantie leek me dit dus wel een film voor mij. Mary, Queen of Scots gaat over de negentienjarige Mary Stuart (gespeeld door Saoirse Ronan) die na de dood van haar koninklijke Franse echtgenoot terugkeert naar haar geboortegrond, Schotland, om dáár de troon te bestijgen. En om haar nicht, Queen Elizabeth I (Margot Robbie), te laten weten dat ze eigenlijk óók de rechtmatige troonopvolger is in Engeland. Of Queen Elizabeth de Schotse Mary dus even kan erkennen als haar plaatsvervanger. Alleen al om de acteerprestaties van Ronan & Robbie als fantastische roodharige vorstinnen is Mary, Queen of Scots een bezoek waard. Maar op de social justice-toon in de film valt nog het een en ander aan te merken. Mary, Queen of Scots schetst het leven van een jonge koningin met een sterke wil, die niet altijd de meest verstandige keuzes maakt. Ze blijft maar hameren op die Engelse troon, waardoor ze Elizabeth tegen zich in het harnas jaagt, terwijl ze haar steun juist goed zou kunnen gebruiken.	B2
708	Als je als medewerker van een culturele instelling overtuigd bent van de baten van het vrijgeven van je collectie als open data dan ben je er nog niet. Hoe krijg je de rest van je organisatie zo ver om je daarbij te helpen? De vierde sessie van de Masterclass ging in op deze uitdaging: beleidsvorming, risico’s en voordelen van open cultuurdata. De sessie over beleidsvorming werd gegeven door Lisette Kalshoven en Maarten Zeinstra. Om je management of collega’s die verantwoordelijk zijn voor digitalisering te overtuigen om cultuurdata open beschikbaar te maken is het goed om alle argumenten voor en tegen paraat te hebben. Intern beleid Voor culturele instellingen is het van belang om bondgenoten, sceptici en poortwachters te identificeren. Wie heb je intern nodig om open data van de grond te krijgen en wie kan je inzetten om sceptici te overtuigen? Het is aan te bevelen om formele en informele bondgenoten en sceptici te identificeren en zo aan de slag te kunnen met open cultuurdata. Zo kun je als medewerker een beleidsplan schrijven. Hierin bespreek je de voor jouw organisatie de meest relevante argumenten: wat zien ze binnen jouw instelling als meerwaarde van open data? Behoort dit tot de publieke taak, moet het bereik vergroot worden of is er behoefte aan dataverrijking of expertise? Maar welke risico’s ervaren culturele instellingen?	B2+
709	Hout Hout is een materiaalgroep. Hout is gemakkelijk te bewerken. Voorwerpen die van hout gemaakt zijn, moeten wel beschermd worden tegen vocht en tegen aantasting door schimmels. Hout is een goede isolator voor elektriciteit. Hout is brandbaar. Keramiek Voorbeelden van keramische voorwerpen zijn bakstenen, dakpannen en porselein. De voorwerpen zijn gemaakt van klei. Nadat de klei in de juiste vorm is gebracht, wordt de klei verhit, waardoor de klei hard wordt. Keramiek is niet buigzaam, maar wel breekbaar. Keramiek is doorgaans goed bestand tegen hoge temperaturen en tegen bijtende stoffen. Plastics Plastics zijn kunststoffen. De grondstof voor plastics is aardolie. Voordelen van plastics zijn onder andere dat ze sterk zijn, ze makkelijk te bewerken zijn en dat ze goedkoop zijn. Nadelen van plastics zijn dat het veel energie kost om ze te maken en dat niet meer afbreekbaar zijn in de natuur. Textiel Textiel is een verzamelnaam voor doeksoorten die gemaakt zijn van vezels. Voorbeelden van natuurlijke vezels zijn katoen, wol, zijde en linnen. Naast natuurlijke vezels heb je ook kunstvezels, die meestal uit aardolie worden geproduceerd. Bij de fabricage van natuurlijke vezels komen weinig of geen schadelijke stoffen vrij. Natuurlijke vezels zijn goed afbreekbaar. Een nadeel is dat natuurlijke vezels minder sterk zijn dan kunststof vezels. Metalen Voorbeelden van metalen zijn ijzer, nikkel, aluminium, koper, etc.	B2+
710	Vrije mededinging is essentieel voor een vrijemarkteconomie. Zij stimuleert de economie en biedt consumenten een ruimere keuze aan betere producten en diensten tegen concurrerende prijzen. Dankzij het mededingingsbeleid van de Europese Unie wordt de mededinging op de interne markt niet verstoord, aangezien het ervoor zorgt dat soortgelijke regels van toepassing zijn op alle ondernemingen die op de Europese markt actief zijn. De communautaire regelgeving inzake mededinging stoelt op hoofdstuk 1 van titel VII van het Verdrag betreffende de werking van de Europese Unie. Het verdrag verbiedt staatssteun, hoewel er uitzonderingen bestaan. Een dergelijke steun kan immers gerechtvaardigd zijn door, bijvoorbeeld, diensten voor algemeen economisch belang. Er moet worden bewezen dat ze de concurrentie niet verstoren op een manier dat ze in strijd zijn met het openbaar belang.	C1
711	"Mededinging in de luchtvaart Luchtvaart speelt een cruciale rol in de economie van de Unie en in het dagelijks leven van haar burgers en is een van de best presterende en meest dynamische sectoren van de economie van de Unie. De luchtvaart is een krachtige motor van economische groei, werkgelegenheid, handel en toerisme en van connectiviteit en mobiliteit voor zowel burgers als bedrijven, met name binnen de interne luchtvaartmarkt van de Unie. De voorbije decennia is mede door de groei van de luchtvaart de connectiviteit binnen de Unie en met derde landen fors verbeterd; de luchtvaart is ook van vitaal belang voor de economie van de Unie. Luchtvaartmaatschappijen uit de Unie vormen de kern van een mondiaal netwerk dat Europa intern en met de rest van de wereld verbindt. Deze luchtvaartmaatschappijen moeten in staat worden gesteld te concurreren met luchtvaartmaatschappijen uit derde landen in een omgeving waar open en eerlijke concurrentie mogelijk is. Dit is nodig om de consumenten voordelen te bieden, de randvoorwaarden voor een hoge luchtvaartconnectiviteit in de Unie te behouden en te zorgen voor transparantie, een gelijk speelveld en blijvende concurrentiekracht van luchtvaartmaatschappijen uit de Unie, en een hoog niveau van hoogwaardige werkgelegenheid in de luchtvaartsector van de Unie. In een situatie van grotere wereldwijde concurrentie tussen spelers in het luchtvervoer is eerlijke concurrentie een onontbeerlijk algemeen beginsel bij de exploitatie van internationale luchtvervoersdiensten. Dit beginsel wordt met name erkend in het Verdrag van Chicago van 7 december 1944 inzake de internationale burgerluchtvaart (""het Verdrag van Chicago""); in de preambule wordt erkend dat internationale luchtvervoersdiensten ingesteld moeten worden op basis van gelijke kansen."	C1
712	"De aanpak van medicijntekorten in Nederland loopt vertraging op, concludeert NRC op basis van gesprekken met betrokkenen. Volgens de krant is het ministerie van Volksgezondheid, dat vorig jaar extra voorraden beloofde, daar nog weinig mee opgeschoten. Dat zou komen doordat niet duidelijk is wie voor de aanvullende voorraad moet betalen. Ook eist de coronacrisis nu aandacht op. De bedoeling was dat farmaceuten en groothandels dit jaar zouden beginnen met het aanleggen van extra medicijnvoorraden. Toenmalig minister Bruins voor Medische Zorg stelde vorig jaar een ""ijzeren voorraad"" in het vooruitzicht, die voldoende moest zijn voor vijf maanden. De voorraad zou medio 2022 klaar moeten zijn en kostte naar verwachting zo'n 25 miljoen euro. Bruins zei destijds dat hij nog in gesprek zou gaan met de groothandels, apothekers, medicijnenfirma's en zorgverzekeraars over de financiering. Evaluatiemoment Volgens NRC lijkt de genoemde planning nu onhaalbaar, omdat het ministerie ervan uitgaat dat de opbouw van de 'ijzeren voorraad' zo'n anderhalf jaar tot twee jaar duurt. In een reactie in de krant erkent het ministerie dat het nog niet is begonnen met het aanleggen van de voorraad, maar vanwege de lopende gesprekken wil het niet ingaan op de vraag waar die vertraging vandaan komt. Twee maanden geleden schreef minister Van Ark voor Medische Zorg nog aan de Tweede Kamer dat het uitgangspunt nog steeds is dat de ijzeren voorraad op 1 juli 2022 gereed is. "	B2
713	Hoewel in het ontwerptracébesluit (OTB) voor de wegverbreding van de A27 Houten - Hooipolder nog werd uitgegaan van de renovatie van de Hagesteinsebrug, Merwedebrug en Keizersveerbrug, is het inmiddels duidelijk dat er 3 nieuwe bruggen worden gebouwd. We spreken met projectmedewerker Lilian Marcolina over de gevolgen voor het tracébesluit (TB) voor de wegverbreding en over de wijziging ten opzichte van het OTB als het gaat om het knooppunt Hooipolder. Op dit moment is Rijkswaterstaat druk bezig met de voorbereidingen van het TB, waardoor we meer weten over de inpassing van de 3 nieuwe bruggen in de omgeving. Projectmedewerker Lilian Marcolina licht een tipje van de sluier op. 'De Merwedebrug Hagesteinsebrug en Keizersveerbrug worden volledig vervangen door nieuwe bruggen. Voor deze bruggen betekent dit dat we, naast de al geplande nieuwe brug voor het verkeer naar het zuiden, ook een nieuwe brug bouwen voor het verkeer naar het noorden.' Hagesteinsebrug De inpassing aan de zuidzijde – bij Vianen – zal iets anders uitzien. 'Dat is onder andere het gevolg van de nieuwe bruggen.' Een andere wijziging is dat in het OTB staat dat naast de bestaande 2 bruggen aan de westzijde een nieuwe brug zou worden bijgebouwd. 'In totaal 3 bruggen dus. In het TB echter komen daarvoor 2 nieuwe bruggen in de plaats.'	B1+
714	Met Kerstmis gaan veel Nederlanders bij familie op bezoek. Ze gaan dan samen met hun man of hun vrouw. Maar sommige mensen gaan alleen op bezoek. Of ze blijven alleen thuis. Want niet iedereen heeft een relatie. Iemand zonder relatie noem je een vrijgezel of een alleenstaande. Veel In Nederland zijn veel mensen zonder relatie: ongeveer 2 ½ miljoen. En er komen steeds meer mensen zonder relatie. Hoe komt dat? Nederlanders scheiden vaker dan vroeger. Na hun huwelijk zijn mannen en vrouwen weer vrijgezel. Ook hebben veel Nederlanders een huis en een goede baan. Ze verdienen genoeg geld, en ze zijn tevreden met hun leven, ook als ze (even) geen partner hebben. Gelukkig Zijn mensen zonder relatie gelukkig? Sommige mensen denken dat je zonder relatie niet gelukkig bent. Maar dat is niet altijd zo. Veel mensen in Nederland zonder relatie zijn wel gelukkig, want ze vinden dat ze een goed leven hebben.	A1+
715	De GGD Amsterdam gaat vanaf 2019 meer onderzoek doen bij de gastouderopvang. Als een nieuwe gastouder start, krijgt deze voortaan altijd binnen een jaar een bezoek van de toezichthouder. Ook gaat de GGD Amsterdam vaker korte bezoeken doen. Tijdens zo’n bezoek wordt naar één of twee onderwerpen gekeken. Bijvoorbeeld hoeveel kinderen aanwezig zijn. Of hoe het staat met de veiligheid. De onderzoeken zijn zoveel mogelijk onaangekondigd, om een goed beeld te krijgen van de praktijk. Ook het toezicht op de gastouderbureaus wordt uitgebreider. Het gastouderbureau speelt een belangrijke rol in de kwaliteit van de opvang. Daarom doen we uitgebreider onderzoek of het gastouderbureau de taken goed uitvoert. Doet het gastouderbureau wel bij iedere gastouder voldoende huisbezoeken? Zorgt het bureau voor voldoende scholing? En weet de bemiddelingsmedewerker genoeg wat er speelt op de opvang? Bij het onderzoek willen we meer ervaringen van gastouders betrekken. U kunt hier dus over gebeld worden.	B1
716	Meerkeuzevragen (multiple-choice vragen) bij het vak Natuurkunde worden niet door iedereen serieus genomen. Natuurkunde gaat immers om inzicht en berekeningen en die kan je niet in meerkeuzevragen vatten. Maar zoals vaak is er meer over te zeggen. “Among the criticisms of multiple-choice tests is that—by exposing the correct answer as one of the alternatives—such tests engage recognition processes rather than the productive retrieval processes known to enhance later recall.” (Little, Bjork, Bjork, Angello (2012)) Wat iemand vindt van meerkeuzevragen is vaak heel persoonlijk. Ergens tussen “geweldig” en “dat gebruik ik nooit”. Een argument dat gebruikt wordt is dat de gok kans te groot is dus dat je nog niet goed weet of de leerling weet wat er bedoeld wordt. Ook wordt er gezegd dat de mogelijkheden van meerkeuzevragen te beperkt zijn en je het dus niet regelmatig kan gebruiken. Elizabeth Bjork legt in deze video uit dat meerkeuzevragen, mits goed gemaakt, ook geschikt zijn om van te leren. (Bjork (2015)) “Educators should provide feedback when using multiple-choice tests.” Meerkeuzevragen zijn vragen met meerdere antwoorden. Vaak 4 antwoorden, soms 3 of 5 maar ook nog wel meer of minder. De leerling leest de vraag, bekijkt de antwoorden en selecteert het juiste antwoord.	B2
717	"Merksem is een district van de Belgische stad Antwerpen. Het district telt ruim 40.000 inwoners. Toponymie Het toponiem Merksem bestaat uit twee delen, namelijk ""merk"" (grens) en ""heem"" (nederzetting). Vermoed wordt dat de naam dan ook naar een Frankische grensnederzetting verwijst, behorend tot het bisdom Kamerijk. De tegenoverliggende nederzetting zou dan Ekeren zijn geweest behorende tot het bisdom Luik. Geschiedenis Gallo-Romeinse periode De geschiedenis van Merksem gaat terug tot in de Gallo-Romeinse tijd. Middeleeuwen Merksem heeft eeuwenlang één geheel gevormd met Schoten en Sint-Job-in-'t-Goor. Al in de zesde of zevende eeuw (600) kwamen de eerste Frankische kolonisators zich in en rond de omgeving van de Sint-Bartholomeuskerk (Merksem) vestigen. Dit gedeelte van Merksem is het hoogste punt."	B1+
718	Staatsbosbeheer heeft tien mooie locaties langs de IJssel uitgezocht die via een gemarkeerd paadje te bereiken zijn. Op de oever zijn grote zitstenen geplaatst, waarvandaan je een prachtig uitzicht op de rivier hebt. Met je voeten in de IJssel is bijna letterlijk bedoeld. De waterstand in de IJssel is dan weer hoog en dan weer laag waardoor je soms zittend op de steen met je voeten in het water kunt. Om even weg te dromen en genieten van het voorbij stromende water en het fraaie IJssellandschap. Je kunt ook afdalen naar de waterkant, je schoenen uitdoen en daadwerkelijk met je voeten in de IJssel staan. Locaties Voetenwegwijzer Cortenoever: 3 kilometer ten oosten van Brummen aan de weg naar ’t Ganzenei, nabij boerderij Heyendaal. Hier ligt ook een aantrekkelijk laarzenpad door de uiterwaarden. Rammelwaard: 3 kilometer ten oosten van Voorst in de Voorster klei, aan de Wellenbergweg kan bij de knik in de weg (voordat je bij boerderij Wellenberg bent) geparkeerd worden. Hier kun je de dijk op. Epserwaarden: 1 kilometer ten westen van Epse. Vanaf de Deventerweg links afslaan (vanaf het zuiden gezien) de Bolmansweg in. Na boerderij De Bolman doorrijden richting het bosje Het Eekwold. Parkeer hier je auto en volg de Bolmansweg richting de IJssel (rechts de dijk op).	B1
719	Metallica is een van de succesvolste (metal)bands uit de Verenigde Staten. Metallica bestaat uit vier leden en werd opgericht begin jaren 80 in Los Angeles door de Deen Lars Ulrich en de Amerikaan James Hetfield. De band heeft sinds zijn ontstaan meer dan 100 miljoen exemplaren van zijn albums verkocht. Bandgeschiedenis De beginjaren (1980-1990) Lars Ulrich plaatste in 1980 in het blad The Recycler een advertentie omdat hij samen met gelijkgestemden een metalband wilde starten. James Hetfield reageerde op deze advertentie en spoedig hadden Lars en James hun eerste ontmoeting.	A2+
720	"De naam ""Mexico"" Na de onafhankelijkheid van Spanje heette Mexico het zelfde als zijn hoofdstad Mexico-Stad. Mexico-Stad zou zijn gesticht als Ténochtitlan. De oorspronkelijke afkomst van het woord ""Mexico"" is volgens velen afgeleid van de Nahuatl-taal. Het is afgeleid van het Nahuatlaanse woord Mēxihtli of Mextli. Mēxihco betekent woonplaats van de Mēxihtli. Vele geleerden bedachten andere betekenissen voor deze naam. Een bekend voorbeeld daarvan is Bernardino de Sahagun, hij dacht dat de naam de navel van de maan betekende. Geschiedenis Mexico is een land met een lange en woeste geschiedenis. Er waren vroeger grote rijken gevestigd in het gebied waar nu Mexico ligt. Later zou het een kolonie worden van Spanje. Prehistorie De Olmeken De eerste vestigingen in Mexico waren van een bepaald indianenvolk, genaamd de Olmeken. Deze cultuur had een hoge ontwikkeling tussen 1200 voor Christus en 500 voor Christus. Vooral ontwikkelde de cultuur zich aan de Golf van Mexico. De Olmeken leefden van de landbouw. Verder beoefende men hier ook de jacht en de visserij. Één van de meest bekende archeologische prehistorische opgravingen in Mexico is La Venta in de staat Tabasco. Hier zijn vele symmetrische gebouwen gevonden. La Venta leek op een klein dorp. De Olmeken ontwikkelden een speciale kalender en waren net zo geïnteresseerd in sterrenkunde en rekenen als hun opvolgers: de Azteken en de Maya's."	B2
721	Microsoft (vaak afgekort als MS) is een Amerikaans bedrijf uit Redmond in Washington. Microsoft ontwikkelt, verspreidt, licentieert en ondersteunt een breed scala aan computergerelateerde producten en diensten. Het bedrijf werd opgericht door Bill Gates en Paul Allen op 4 april 1975. Microsoft is 's werelds grootste softwarebedrijf.[3] Microsoft staat ook op de lijst van bedrijven met de hoogste beurswaarde ter wereld, op 25 april 2019 was het meer dan 1 biljoen Amerikaanse dollar waard.[4] Het eerste door Microsoft ontwikkelde product was een BASIC-interpreter voor de Altair 8800 (een zelfbouwcomputer voor hobbyisten). Het slaagde hen erin om de pc-markt over te nemen met zijn besturingssysteem MS-DOS in het midden van de jaren 80 van de 20ste eeuw. Dit systeem werd later opgevolgd door Microsoft Windows.	B1+
722	Ik lig op bed in mijn kamer, in mijn eentje. Natuurlijk in mijn eentje. Zoals de laatste tijd altijd. ‘Hallo Elshontely,’ zeg ik. ‘Hallo Elshontely,’ antwoord ik. Mijn vader en moeder vonden dit de mooiste Surinaamse naam die ze konden verzinnen. Ik vind ’m ook leuk, want niemand heeft ’m. ‘Hoe gaat het vandaag?’ Wat kan ik zeggen? Dat het hetzelfde gaat als gisteren en eergisteren en de dag ervoor? Dat alle dagen op elkaar lijken? Dat ik het stom vind dat ik tegen mezelf praat en dat ik het zelfs hardop doe? ‘Zeg Elshontely, ik vroeg je wat!’ ‘Ja, ja, sorry Elshontely, ik was nog even aan het nadenken over een antwoord.’ ‘En?’ ‘Nou, het gaat vandaag hetzelfde.’ ‘Hetzelfde dus, ja, ja.’ ‘En bij jou, Elshontely?’ Ik neem weer wat tijd om na te denken. Er valt toch niets anders te doen. Ik kijk rond in mijn opgeruimde kamer. Nou ja, kamer… het is de berging van ons appartement. Overdag staat het bed opgeklapt en dan kan de deur open en dicht, en in de avond en nacht 	A2
723	Captain Planet, stiekem ben ik wel een beetje trots op die rolnaam. Wie kan nou zeggen dat-ie die mag dragen? Vol enthousiasme ben ik in maart gestart als Captain Planet bij Voys. Hoog tijd voor een terugblik naar de afgelopen, bijzondere weken. Hoe zagen die eruit en wat heb ik allemaal gedaan? Wie ben ik? Laten we beginnen bij het begin: ik ben Jeroen Brattinga, 22 jaar oud en woonachtig in Groningen. Toen ik in het najaar van 2019 de vacature van Captain Planet voorbij zag komen dacht ik: dit is het, dit wil ik doen! Ik was afgestudeerd in elektrotechniek en had er net een heel avontuur op zitten toen ik deze baan voorbij zag komen. Mijn vorige avontuur begon drie jaar geleden in Groningen en eindigde afgelopen november in Australië. Als een van de oprichters en teammanager van Top Dutch Solar Racing heb ik met een team van 26 studenten een zonneauto gebouwd en meegedaan aan de World Solar Challenge in Australië. Naast mijn duurzame en technische passie, heb ik een liefde voor muziek. In mijn vrije tijd ben ik fanatiek bezig met het maken hiervan. Van drummen tot hitjes produceren. Goed, terug naar waar het hier om gaat: mijn rol als Captain Planet. Ik heb enorm veel zin in dit nieuwe, uitdagende avontuur!	B1
724	Hallo, Ik ben Evelina en dit is mijn hond Sil. Hij is een labrador van bijna 12 jaar. Sil is bij ons komen wonen nadat mijn oma anderhalf jaar geleden is overleden. Het was haar hond, maar wij zorgen nu voor hem en hij heeft hier een heel fijn en gezellig plekje gekregen. We doen allemaal leuke dingen met hem, zoals naar het bos, strand of naar de dierentuin gaan. Drie weken geleden is hij geopereerd en toen mocht ik samen met mijn zus ’s nachts bij hem slapen (hij kan heel erg hard snurken, waardoor we niet zo goed hebben geslapen!) Gelukkig is alles goed gegaan en is hij nu weer bijna helemaal de oude. Als hij helemaal beter is, zou ik nog heel graag een weekendje op vakantie gaan met hem! Omdat hij zo lief is en omdat hij het zo goed heeft gedaan na de operatie, wil ik hem graag in het zonnetje zetten. Ik heb hem daarom een mooie outfit gegeven en ik hoop dat hij als huisdier van de maand wordt gekozen. Want ik vind hem de allerleukste hond van de wereld! Groetjes, Evelina en een pootje van Sil	A2
725	"Mijn huis heeft twee tuinen. De	ene	tuin is voor het huis en de andere tuin is achter het huis. De tuinen zijn niet zo	groot. Het huis is een rijtjeshuis. Ik heb buren links en rechts. Het huis heeft drie	slaapkamers	en een zolder. De woonkamer	is wel groot. In het huis woon ik met mijn vrouw en met twee kinderen. Wij zijn alle vier heel tevreden met ons huis."	A1
726	Eind 2004 vroeg Dick Ladage van uitgeverij ogc Educatief mij om een verhaal te schrijven. Het zou gepubliceerd worden in een boek dat bestemd was om cadeau te doen aan kinderen die de basis - school verlaten. Vier over 8 heette het en de andere drie verhalen werden geschreven door Najoua Bijjir, Ronald Snijders en Ebru Umar, die allen hun wortels hebben in een andere cultuur dan de Nederlandse. Daarom besloot ik te schrijven over een Hollands gezin met allemaal blonde kindjes én… Grace, een geadopteerd donker meisje, afkomstig uit Colombia. Grace is twaalf en wil opeens alles weten over haar afkomst, maar haar ouders vinden haar te jong en willen niets vertellen. Daarom wendt ze zich met haar vragen tot opa Gerrit, met wie ze een innige band heeft. Ze moet snel zijn, want opa lijkt sinds de dood van oma stevig in de war. Ze komen elkaar als het ware op een kruispunt tegen: hoe meer Grace wil weten, hoe meer opa lijkt te vergeten. Opa is somber, hij heeft altijd mooi geleefd maar voelt dat het mooie hem nu door de vingers glipt. Uiteindelijk, na een reeks vrolijke en minder vrolijke avonturen, geeft opa Grace haar verleden terug en bezorgt Grace opa een nieuwe toekomst. Ik noemde het verhaal ‘Mooi leven’. 	B1
727	Mijn ouders zeggen dat alles goedkomt Dichte restaurants, festivals die niet doorgaan, vliegtuigen aan de grond. De coronacrisis heeft veel invloed op onze economie. En op de banen van duizenden Nederlanders. Dat merken ook deze kinderen. Door Judie Jaspers De ouders van Vince (13) runnen een hotel in Bergen op Zoom ‘Normaal vind ik het leuk, maar nu komen er niet veel gasten. Van de veertien kamers zijn er twee vol. Ergens is dat fijn. We kunnen nu spelletjes doen ’s avonds, zonder dat er iemand naar de receptie moet ofzo. Maar mijn ouders verdienen veel minder. Ik denk dat ze, als het zo nog maanden blijft doorgaan, het hotel misschien moeten verkopen. Ik vind dat heel raar. Ik ben hier geboren en help vaak mee. Ik maak me soms zorgen, maar mijn ouders zeggen dat alles goedkomt en dat ik niet teveel na moet denken. Ik wil later wel de horeca in, dat vind ik gewoon leuk. Misschien zelfs het hotel overnemen. Als dat kan.’ De vader van Thibeau (8) heeft een restaurant in Haarlem ‘Het restaurant is helemaal dicht en ik kan er niet meer heen om te helpen. Papa verdient nu veel minder dan eerst, en dat is ook stom voor hem. Hij zei een keer dat de auto misschien ingeruild zou worden. Dat is nog niet gebeurd.	A2
