index	original
3398	De bouw duurt meer dan twee jaar.
3399	Nergens in de Noordzee zullen dan meer windmolens staan.
3400	De molens zullen stroom leveren voor 1,5 miljoen mensen.
3401	Mars heeft bezoek.
3402	Maven draait rondjes rond de planeet.
3403	Maven is een soort raket.
3404	Het is maar een klein toestel.
3405	Maven weegt zoveel als een auto.
3406	De reis van Maven duurde 10 maanden.
3407	Er is geen astronaut aan boord.
3408	Maven gaat Mars onderzoeken.
3409	Dat gebeurt voor NASA.
3410	NASA is de Amerikaanse dienst voor ruimtevaart.
3411	NASA wil ooit mensen naar Mars sturen.
3412	Op het strand van Blankenberge zijn jonge zeehonden aangespoeld.
3413	Het reddingsteam van Sea Life in Blankenberge vangt hen op.
3414	De zeehondjes zijn allebei verkouden.
3415	De zieke beestjes zijn heel moe.
3416	Daardoor spoelden ze aan op het strand.
3417	In het opvangcentrum worden ze goed verzorgd.
3418	Ze krijgen de tijd om beter en sterker te worden.
3419	Daarna worden de zeehondjes weer vrijgelaten op het strand.
3420	Het wordt steeds warmer op aarde.
3421	Dat zorgt ervoor dat het ijs op Antarctica smelt.
3422	Het gaat om een ijsplaat op de linker punt van de zuidpool.
3423	Ooit was dit één grote ijsplaat.
3424	In 2002 brak er nog een deel af.
3425	Deze delen braken af in duizenden stukjes.
3426	Het deel dat nu zal verdwijnen, zal in één stuk afbreken.
3427	De grote ijsplaat zal dan wegdrijven.
3428	En tussen Amerika en Afrika in zee komen te liggen.
3429	Daar zal de ijsplaat wegsmelten tot er niks meer van over is.
3430	Maar dat kan nog wel tien of twintig jaar duren.
3431	Nico Rosberg is wereldkampioen in de Formule 1.
3432	Dat was genoeg voor de titel.
3433	Rosberg zei kort daarna dat hij stopt.
3434	Beide rijders streden hard om de titel.
3435	Ik droomde altijd van de wereldtitel.
3436	Die droom kwam uit.
3437	De Urban Trail is een loopevenement.
3438	Deze gaan door in verschillende steden in België.
3439	Tijdens een Urban Trail loop je door de stad.
3440	Je loopt langs de mooiste stukjes van de stad.
3441	Zelfs door nieuwe en historische gebouwen.
3442	Trek je loopschoenen aan.
3443	Ontdek de mooiste Belgische steden op een unieke manier.
3444	In vele steden kan je nu ook wandelen in plaats van lopen.
3445	De komende trails vind je in Gent, Hasselt en Brussel.
3446	Kathleen Aerts deed mee aan ‘The Masked Singer’.
3447	Dat programma kan je zien op VTM.
3448	Bekende mensen zingen er in een pak.
3449	De jury moet raden wie ze zijn.
3450	Karen Damen herkende de stem van Kathleen meteen.
3451	Karen en Kathleen zongen dan ook lang samen.
3452	Ze waren samen met Kristel Verbeke de groep K3.
3453	Karen en Kathleen hadden elkaar al jaren niet meer gezien.
3454	Ze waren heel blij elkaar terug te zien.
3455	Seppe Smits is goed in snowboarden.
3456	Dat deed hij in de slopestyle.
3457	En daarbij grote sprongen maken.
3458	Een jury geeft dan punten.
3459	De meeste punten waren voor Smits.
3460	Het werd vreugde en verdriet voor de Belgen.
3461	De zege was voor Greg Van Avermaet.
3462	Tom Boonen is 36 jaar en stopt met wielrennen.
3463	Hij reed nog een laatste keer Parijs-Roubaix.
3464	De fans hoopten dat Boonen zou winnen.
3465	Het lukte Boonen niet.
3466	Dat komt door de Red Flames.
3467	Dat zijn de vrouwen die voetballen voor België.
3468	De Red Flames doen mee aan het Europees Kampioenschap.
3469	Dat is in juli in Nederland.
3470	Het is de eerste keer dat ze meedoen.
3471	Dat is heel bijzonder.
3472	Eén vond dat ook bijzonder.
3473	Eén de vrouwen.
3474	Ook thuis en op school waren er camera’s.
3475	Op 6 december komt Sinterklaas.
3476	Hij is deze week met de stoomboot aangekomen in ons land.
3477	Hij maakt zich nu klaar om alle kinderen te bezoeken.
3478	Dat doet hij ’s nachts, met zijn paard en de zwarte pieten.
3479	Veel kinderen zetten voor ze gaan slapen hun schoentje.
3480	Ze schrijven een brief en leggen een wortel klaar voor het paard.
3481	De Sint brengt speelgoed en snoep.
3482	Maar alleen voor de brave kinderen!
3483	Heb jij al een brief geschreven?
3484	WAI-NOT is er helemaal gratis voor jou!
3485	Je kan er berichten versturen, spelletjes spelen, vrienden maken en nog veel meer.
3486	Dit willen we altijd zo houden.
3487	Maar hiervoor hebben we jouw steun nodig.
3488	Geef daarom een duim aan WAI-NOT!
3489	Klik bovenaan op de goede duim.
3490	Het Offerfeest, of feest van Ibrahiem of Schapenfeest, is het belangrijkste feest van de islam.
3491	Iedere moslim, die er geld voor heeft, slacht op de eerste dag van het Offerfeest een schaap, een geit of een koe.
3492	Dit gebeurt meestal in het dorp waar de man geboren is.
3493	Het vlees wordt in drie stukken verdeeld.
3494	Dat delen vinden zij erg belangrijk.
3495	Een deel is voor de familie, een deel is voor de buren of vrienden en een deel is voor de armen.
3496	Moslims die liever geen schaap slachten, mogen ook een som geld aan de armen geven.
3497	Dit jaar worden er in ons land minder schapen geslacht.
3498	Meer moslims zullen geld geven aan een goed doel.
3499	Zeker twee miljoen moslims kwamen samen in Mekka.
3500	Dat is een stad in Saoedi-Arabië.
3501	Mekka is de belangrijkste heilige plaats voor moslims.
3502	Het is de stad van de profeet Mohammed.
3503	Elk jaar gaan veel moslims op bedevaart naar Mekka.
3504	Die bedevaart heet de ‘hadj’.
3505	De hadj duurt drie dagen.
3506	De moslims komen uit de hele wereld.
3507	Dit jaar was het er zo druk dat er mensen werden vertrappeld.
3508	Er vielen meer dan 700 doden.
3509	Op 12 december 2015 is een baby-neushoorn geboren in dierenpark Planckendael.
3510	Moeder Karamat en haar zoon maken het goed.
3511	Het dier heeft nog geen naam.
3512	De baby-neushoorn weegt 60 kg.
3513	Een hoorn heeft hij nog niet.
3514	Nu blijft hij nog even binnen.
3515	Vrijdag 13 november 2017 was een zwarte dag in Parijs.
3516	Terroristen pleegden aanslagen in de stad.
3517	Daarbij stierven zeker 130 mensen.
3518	De groep IS eiste de aanslagen op.
3519	De Franse president Hollande sprak over een daad van oorlog.
3520	Hij liet het Franse leger IS aanvallen in Syrië en Irak.
3521	De aanvallen zorgden voor angst in Europa.
3522	Ook België is in de ban van terreur.
3523	Dat kan je hier lezen.
3524	Op dinsdag 22 maart 2017 is een zware aanslag gebeurd.
3525	In de vertrekhal van de luchthaven waren twee ontploffingen.
3526	Het was er heel druk.
3527	Er zijn veel doden en gewonden gevallen.
3528	De politie, brandweer en ambulance waren er snel.
3529	De ramen zijn stuk.
3530	Delen van het plafond zijn naar beneden gevallen.
3531	De luchthaven blijft enkele dagen dicht.
3532	Delphine ging op bezoek bij koning Albert.
3533	Dat lijkt niet vreemd.
3534	Want Delphine is de dochter van Albert.
3535	Toch is het bezoek heel bijzonder.
3536	Albert keek lang niet om naar Delphine.
3537	Hij kreeg het kind buiten zijn huwelijk.
3538	De moeder was de geheime vriendin van Albert.
3539	Die relatie stopte in 1982.
3540	Delphine wilde bewijs dat Albert haar vader is.
3541	Een rechtbank gaf haar dat bewijs.
3542	Daarom heet ze nu prinses Delphine.
3543	Koning Filip vroeg halfzus Delphine dan op bezoek.
3544	Dat deed ook koning Albert nadenken.
3545	Hij wilde zijn dochter dan toch terugzien.
3546	Ook hier vielen veel doden en gewonden.
3547	Ze vechten mee in de oorlog in Syrië.
3548	Alle Belgen zijn geschrokken en triest.
3549	Ze zijn tegen haat.
3550	Ze willen hoop en warmte tonen.
3551	Daarom leggen ze bloemen.
3552	Dan kan het snoeisel van de haag een mensenleven redden!
3553	In taxusplanten zitten stoffen die worden gebruikt in chemo-medicatie.
3554	Dat is het geneesmiddel dat helpt om kanker te bestrijden.
3555	Geef hen dan de tip om het snoeisel naar het containerpark te brengen!
3556	Zo helpen jij en je familie mee aan de strijd tegen kanker!
3557	Pokémon Go is een spel voor de telefoon.
3558	Het is deze zomer een groot succes.
3559	Met het spel moet je Pokémon vangen.
3560	Dat zijn diertjes uit tekenfilms op tv.
3561	Soms zitten veel Pokémon samen op één plek.
3562	Daar komen honderden spelers samen.
3563	Ze maken veel lawaai en laten afval achter.
3564	Dat stoort mensen die in de buurt wonen.
3565	Wat kan de politie doen?
3566	Pokémon Go verbieden, kan niet.
3567	De politie kan wel boetes geven voor overlast.
3568	Een zware orkaan trok over Midden-Amerika.
3569	De orkaan kreeg de naam Matthew.
3570	Vooral op enkele eilanden maakte hij veel schade.
3571	Op Haïti was de ramp het grootst.
3572	De orkaan maakte duizenden huizen kapot.
3573	Deze ramp is weer een zware klap voor Haïti.
3574	Daarbij vielen duizenden doden.
3575	Er was toen ook veel schade aan huizen en wegen.
3576	In Hoeilaart is tekenaar Marc Sleen overleden.
3577	Sleen tekende en schreef de strips over Nero.
3578	Dat deed hij meer dan 50 jaar.
3579	Goed nieuws voor oma’s en opa’s.
3580	Heb jij een oma en opa die jou soms opvangt?
3581	Dan is dit goed nieuws.
3582	In Duitsland heeft men onderzoek gedaan naar grootouders.
3583	Daaruit blijkt nu dat zij langer leven als zij voor hun kleinkinderen zorgen!
3584	De onderzoekers hebben oude mensen gevolgd.
3585	Sommigen van hen hadden kleinkinderen, anderen niet.
3586	Wat bleek na een tijdje?
3587	De oude mensen mét kleinkinderen blijven langer fit!
3588	Oma's en opa's spelen vaak met hun kleinkinderen.
3589	Ze blijven dus langer jong en leven langer.
3590	Vrijdag 9 maart organiseert Bednet opnieuw de pyjamadag.
3591	Bednet zorgt ervoor dat langdurig zieke kinderen van thuis de les kunnen volgen via een computerscherm.
3592	Zo zijn ze mee met de les en hebben ze nog contact met hun vriendjes.
3593	Vorig jaar namen honderden scholen deel aan de pyjamadag.
3594	Kom allemaal in pyjama naar school, maak samen een leuke klasfoto en neem deel aan de wedstrijd.
3595	Iedereen kent een emoji.
3596	Bijna iedereen gebruikt een emoji.
3597	In bijna elk bericht staat een emoji.
3598	Maar wat is nu de populairste emoji ter wereld?
3599	Iedereen heeft zijn favoriete emoji.
3600	Maar iedereen is dol op de ‘huilen van het lachen’-emijo.
3601	Hierboven zie je de drie populairste emoji’s.
3602	Wanneer is een emoji populair?
3603	Hij moet heel duidelijk zijn.
3604	Maar we kijken ook wat anderen doen.
3605	Wat anderen gebruiken, nemen we makelijk over.
3606	De plaats van een emoji op het toetsenbord, speelt een belangrijke rol.
3607	De herfstvakantie in de scholen duurt dit jaar drie dagen langer.
3608	Ze begint op 2 november.
3609	Ze duurt tot en met 11 november.
3610	De langere vakantie moet helpen in de strijd tegen het coronavirus.
3611	Vorige week deed ook Vlaams minister van Onderwijs Ben Weyts dat.
3612	Hij luisterde naar de raad van dokters en leraars.
3613	Dokters zeggen dat het virus zich zo minder zal verspreiden.
3614	Want leerlingen hebben minder contact met elkaar.
3615	Het moet ook scholen helpen.
3616	Want die hebben steeds meer leraars met corona.
3617	Zijn er te veel leraars ziek?
3618	Dan moeten scholen sluiten.
3619	Dat wil minister Weyts voorkomen.
3620	Ook het hoger onderwijs nam al maatregelen.
3621	Veel universiteiten en hogescholen geven nu vooral online les.
3622	Mensen vluchten voor geweld in Syrië en andere landen.
3623	Ze willen een veilig leven in Europa.
3624	Duizenden vluchtelingen komen met bootjes aan in Griekenland.
3625	Dan reizen ze door naar West-Europa.
3626	Macedonië zette de grenzen open.
3627	Veel mensen vinden dat hek een schande.
3628	De Europese Unie zoekt naar oplossingen.
3629	Dat blijft voor velen een droom.
3630	Het merk H&M maakt nieuwe kleding uit oud katoen.
3631	Mensen kunnen hun oude kleren naar de winkels brengen.
3632	Zo is onze mode minder slecht voor het milieu.
3633	H&M maakt verschillende dingen uit oude kleren.
3634	Voor vrouwen zijn er jeansbroeken en een jas.
3635	Mannen kunnen een jas en broeken kopen.
3636	Voor kinderen is er een broek, een jas en een trui.
3637	In Frankrijk koos het volk een nieuwe president.
3638	Ze konden stemmen op Marine Le Pen of Emmanuel Macron.
3639	De meeste mensen stemden op Macron.
3640	Hij is nu de president van Frankrijk.
3641	Hij wil meer invloed van de Europese Unie in Frankrijk.
3642	Veel Fransen gingen niet stemmen.
3643	Ze geloven niet wat Macron en Le Pen beloven.
3644	Macron blijft nu vier jaar president.
3645	Doet hij wat hij belooft?
3646	Dat weten we over vier jaar.
3647	De paus speelt in een film.
3648	Die film heet ‘Beyond the Sun’.Hij is de eerste paus die in een film speelt.
3649	De film gaat over het Nieuwe Testament.
3650	Dat is het tweede deel van de Bijbel.
3651	In Cannes is de film voor het eerst te zien.
3652	Daar is een festival voor films.
3653	Steve Jobs was de bedenker van de iMac, de i-pod, i-phone en i-pad.
3654	Hij had kanker en stopte in augustus als grote baas van het computermerk Apple.
3655	Nu is Apple één van de grootste en beroemdste merken ter wereld.
3656	De wereldberoemde poes “Grumpy Cat” wordt een stripheld.
3657	Een Amerikaanse uitgever wil minstens drie stripverhalen maken rond de boze kat.
3658	Deze zomer kan je elke dag een online verhaal lezen met Grumpy Cat en haar broertje Pokey in de hoofdrol.
3659	Van die online verhalen wordt later dit jaar een stripboek gemaakt.
3660	De poes met dwerggroei maakte ook al een film.
3661	Grumpy Cat is superpopulair op internet.
3662	De trek van de padden naar het water is begonnen.
3663	Ze gaan op zoek naar een partner om mee te paren.
3664	De beestjes vertrekken later dan normaal.
3665	Dat komt door de vrieskou van vorige maand.
3666	Elk jaar sterven vele padden, terwijl ze een weg oversteken.
3667	Natuurpunt organiseert elk jaar acties om de padden over te zetten.
3668	Langs de trekroutes plaatsen vrijwilligers schermen.
3669	Kikkers en padden kunnen dan niet de weg over.
3670	Ze vallen in een emmer, die in de grond zit.
3671	Elke dag halen mensen de beestjes uit de emmers.
3672	Ze laten de padden vrij aan de overkant van de weg.
3673	De nieuwe reeks van Witse wordt voorzien van ‘audiobeschrijving’.‘Audiobeschrijving of audiovertelling’ is een speciale tv-oplossing voor blinden en slechtzienden.
3674	Naast de normale stemmen en geluiden die te horen zijn in het televisieprogramma, is er ook een vertelstem die beschrijft wat er gebeurt.
3675	Witse kijkt boos, ze zitten in het bos, enz.).
3676	De toestand rond corona is het ergst in Brussel en Wallonië.
3677	Daarom werden de regels daar nog strenger.
3678	Daar is nu een avondklok.
3679	Je moet dan binnen blijven tussen tien uur in de avond en zes uur in de ochtend.
3680	In Brussel gaan alle zalen voor theater en films dicht.
3681	Ook de musea en de zwembaden sluiten.
3682	Die plaatsen zijn in Vlaanderen en Wallonië nog open.
3683	In Brussel moet je ook alleen gaan winkelen.
3684	In Wallonië kan dat met twee.
3685	Vlaanderen volgt de regels van de Belgische regering.
3686	Wetenschappers vragen om strengere regels.
3687	Jan Jambon zei zondag dat hij afwacht of de cijfers dalen of niet.
3688	Op zaterdag 19 februari 2015 werd Chinees Nieuwjaar gevierd.
3689	Niet alleen in China, maar ook in Antwerpen was het groot feest.
3690	Dit jaar is het jaar van het schaap.
3691	Chinees Nieuwjaar wordt traditioneel gevierd met veel vuurwerk en drakendansen.
3692	Er wordt 15 dagen feest gevierd.
3693	De Chinese Nieuwjaarsperiode eindigt met het lantaarnfestival.
3694	In Nepal beefde de aarde.
3695	De ramp maakte duizenden doden.
3696	De hele wereld probeert te redden.
3697	Nepal is een arm land.
3698	Veel mensen raakten ook gewond of werden ziek.
3699	Nepal ligt in de bergen van de Himalaya.
3700	Redders kunnen veel plaatsen niet bereiken.
3701	Nepal heeft veel geld en hulp nodig.
3702	De Belgen geven weinig geld.
3703	Nepal steunen kan via het Rode Kruis.
3704	Siemon is de ambassadeur van WAI-NOT.Overal waar hij kan, vertelt hij over WAI-NOT.Siemon toont ook telkens hoe leuk hij onze website vindt.
3705	In het filmpje zie je hoe Siemon zelf op stap kan met een smartphone.
3706	Hij voelt zich vrij en zelfstandig.
3707	Wanneer onze ambassadeur niet meer op de juiste weg zou zitten, kan iemand anders dat meteen zien op een computer.
3708	Door een sms'je ben je op de hoogte en kan Siemon meteen verder geholpen worden op zijn weg.
3709	Wouter is een jongen met een beperking.
3710	Hij houdt al heel zijn leven van muziek.
3711	Dit schooljaar mag Wouter gaan studeren aan het Lemmensinstituut, een school voor grote muzikanten.
3712	Dit is niet zo eenvoudig voor iemand met een beperking, maar Wouter is dolblij.
3713	Wouter droomt ervan om dirigent te worden.
3714	In het filmpje zie je hoe hij als dirigent het publiek al meteen uit zijn dak laat gaan!
3715	Doe jij mee aan de Warmste Week van Studio Brussel?
3716	Van 18 tot 24 december 2015 is er opnieuw Music for Life.
3717	Dat is een actie van Radiozender Studio Brussel voor het goede doel.
3718	De week voor Kerstmis wordt zo opnieuw de Warmste Week van het jaar.
3719	Steun dit jaar WAI-NOT!
3720	Hoe kan je dit doen?
3721	Organiseer een leuke actie samen met je vrienden, school, instelling, ...
3722	Pannenkoeken bakken, een fuif, kerstmarkt, alles wat geld kan opbrengen is goed!
3723	De actie moet doorgaan tussen 23 november en 24 december 2015.Bezorg dan je geld aan Studio Brussel, zo komt het bij WAI-NOT terecht en krijg jij nog een leukere website!
3724	Marthe, Hanne en Klaasje zijn de nieuwe K3.
3725	Ze wonnen de show ‘K3 zoekt K3’ op tv.
3726	Want Karen, Kristel en Josje stoppen met K3.De tv-show was een groot succes.
3727	Miljoenen mensen keken naar de finale.
3728	Toch was die niet zo spannend.
3729	De favorieten wonnen.
3730	Kristel stopt niet echt met K3.Ze gaat de nieuwe meisjes van K3 leiden.
3731	Dat gebeurt vanaf april 2016.
3732	Laura Tesoro won Eurosong.
3733	Die show was te zien op tv-zender één.
3734	Laura mag nu zingen op het Songfestival.
3735	Dat vindt plaats in mei in Zweden.
3736	Laura is 19 jaar.
3737	Ze won met het lied ́What’s The Pressure ́.
3738	Maakt ze kans in de Zweedse stad Stockholm?
3739	Het Zika-virus treft grote delen van Amerika.
3740	Een mug verspreidt het virus.
3741	Mensen worden ziek.
3742	Ze krijgen een soort griep.
3743	Het virus is een gevaar voor zwangere vrouwen.
3744	Het kan hun baby’s misvormen.
3745	In Brazilië kiezen veel meer vrouwen voor abortus.
3746	Het virus raakt heel Zuid-Amerika en Midden-Amerika.
3747	De mug kan ook naar Zuid-Europa komen.
3748	Krijgt België veel hete zomers?
3749	Dan kan het virus ook hier toeslaan.
3750	Voetballer Johan Cruijff is overleden.
3751	Cruijff was een bekende voetballer uit Nederland.
3752	Hij speelde bij Ajax en Barcelona.
3753	Later werd hij ook trainer bij Barcelona.
3754	Hij won verschillende voetbalprijzen.
3755	Men noemt hem de beste Nederlandse voetballer ooit.
3756	Hij droeg altijd een shirt met nummer 14 op de rug.
3757	De Amerikaanse muzikant Prince is dood.
3758	Hij werd 57 jaar.
3759	Prince stierf plots.
3760	Zijn dood raakte veel mensen.
3761	Prince was een grote ster in de jaren 1980.
3762	Prince trad vaak op in ons land.
3763	Zijn shows waren altijd goed.
3764	De strijd tegen corona is niet voorbij.
3765	Dat zegt de regering.
3766	De strenge regels duren nu al tot 1 maart.
3767	België deed het de vorige weken goed.
3768	De besmettingen daalden.
3769	Veel buurlanden deden het veel slechter.
3770	Dat gaf hoop op minder strenge regels.
3771	Maar de regering vindt die veel te vroeg.
3772	De cijfers worden ook weer slechter.
3773	Daarom blijven de regels langer streng.
3774	Paus Franciscus steunt holebi’s.
3775	Ze verdienen bescherming door de wet.
3776	Daarom moeten ze een contract kunnen sluiten over samenwonen”, zei de paus.
3777	Hij is de eerste paus die zoiets zegt.
3778	De katholieke kerk vond holebi’s tegen de natuur.
3779	Dat is nog niet helemaal voorbij.
3780	Trouwen voor de kerk kan nog altijd alleen voor koppels van man en vrouw.
3781	Marthe is één van de nieuwe meisjes van K3.
3782	Ze heeft nu een nieuw lief.
3783	Dat is Viktor Verhulst.
3784	Viktor is de zoon van Gert Verhulst.
3785	Gert is de baas van K3.Hij kan zijn zoon goede raad geven.
3786	Gert had twee keer een zangeres van K3 als lief!
3787	Wat is de gekste straatnaam in Vlaanderen?
3788	Dat wilde Radio 2 weten.
3789	De luisteraars mochten stemmen.
3790	De winnaar werd de Oude Zak in Brugge.
3791	De straat Boterham uit Halle haalde het niet.
3792	Maar waarom heet de Oude Zak zo?
3793	Dat komt omdat de straat doodloopt.
3794	Aalst is de stad van de lach.
3795	Carnaval is er altijd gek en grappig.
3796	Nu zorgen verkeersborden ook voor pret.
3797	Iemand bewerkte die borden.
3798	Hij of zij tekende er figuurtjes bij.
3799	Dat maakt die borden vreemd en leuk.
3800	Teken jij ook een gek verkeersbord?
3801	Een vliegtuig van EgyptAir stortte neer.
3802	Dat gebeurde in de Middellandse Zee.
3803	Het toestel vloog van Parijs naar Caïro.
3804	Aan boord waren 66 mensen.
3805	Zij kwamen allemaal om.
3806	Was het een aanslag?
3807	Dat is nog niet zeker.
3808	De oorzaak van de ramp is niet bekend.
3809	Het toestel vloog boven Griekenland.
3810	Plots verdween het van de radar.
3811	Redders vonden al stukken van het vliegtuig.
3812	In Brazilië worden de Olympische Spelen gehouden deze zomer.
3813	De Spelen komen om de 4 jaren voor.
3814	Brazilië is één van de grootste landen van Zuid-Amerika waar heel veel mensen wonen.
3815	In Brazilië spreekt men Portugees.
3816	In Rio de Janeiro, een hele grote stad in Brazilië, komen er snel veel mensen bij.
3817	Er is een groot verschil tussen arm en rijk.
3818	De arme mensen wonen in krottenwijken of favela’s.
3819	De rijken genieten op de wereldberoemde stranden.
3820	Er zijn heel veel straatkinderen in Brazilië.
3821	Niet alle kinderen gaan naar school.
3822	Naar school gaan kost teveel geld.
3823	Onderwijs is een kinderrecht.
3824	Ook in Brazilië moeten de kinderen verplicht naar school tussen 7 en 14 jaar.
3825	Dit gebeurt niet altijd.
3826	Rio de Janeiro is vooral bekend om zijn carnaval.
3827	Ze vieren dit aan het begin van de lente.
3828	Het zijn vooral de mensen van de favela’s die de carnaval organiseren.
3829	Het is een echte wedstrijd tussen de verschillende groepen.
3830	Voetbal is zeer populair in Brazilië.
3831	Het brengt mensen van overal bij elkaar.
3832	Een bekende voetballer is Ronaldinho.
3833	Twee weken geleden (25/08/2016) beefde de aarde in Italië.
3834	De beving was heel krachtig.
3835	Ze trof enkele dorpen heel hard.
3836	Meer dan 290 mensen kwamen om.
3837	Bij de doden zijn veel kinderen.
3838	De beving trof vooral het dorp Amatrice.
3839	Daar stierven zeker 260 mensen.
3840	Waarom ging er zoveel kapot?
3841	Waren de huizen niet goed gebouwd?
3842	Italië start een onderzoek.
3843	De wolhandkrab is een plaag in Vlaanderen.
3844	De dieren komen uit China.
3845	Ze kwamen mee met boten.
3846	De krabben leven in vijvers en rivieren.
3847	Rond deze tijd gaan ze naar zee.
3848	Daar gaan ze paren.
3849	De krabben zitten nu overal.
3850	Ze zitten in tuinen en soms zelfs in huis.
3851	De Vlaamse regering gaat helpen.
3852	Er is maar één oplossing.
3853	De krabben vangen en doden.
3854	Miljoenen mensen spelen games.
3855	Gamen kan bijna overal.
3856	Zelfs op je telefoon kan het.
3857	William Boeva is een grote fan van games.
3858	Hij begon met gamen toen hij vijf jaar oud was.
3859	Hij lag lange tijd in het ziekenhuis.
3860	Hij verveelde zich.
3861	Games waren zijn redding.
3862	Je leert veel van games.
3863	William leerde zijn eerste Engels van games.
3864	Je leert oplossingen te zoeken.
3865	En je leert handig en snel te zijn.
3866	Ben jij ook dol op games?
3867	In september was het warm.
3868	Dat was zo in de hele wereld.
3869	De aarde brak een record.
3870	Dat zeggen Amerikaanse onderzoekers.
3871	De onderzoekers keken naar de vorige eeuw.
3872	Het was toen 15 graden warm.
3873	Dat was een gemiddelde.
3874	Op zee, op land en overal.
3875	Nu is het bijna een graad warmer.
3876	Dat is een record.
3877	En het oude record is niet echt oud.
3878	Dat is van het jaar 2016.
3879	Joe Bartley is 89 jaar oud.
3880	Hij is een oud-militair uit Engeland.
3881	Na de dood van zijn vrouw verveelde hij zich.
3882	Hij plaatste een advertentie in de lokale krant.
3883	Dat werd opgemerkt door grote kranten.
3884	Nu is hij een nationale bekendheid.
3885	En hij heeft een nieuwe job.
3886	Een cafeetje biedt hem een job aan.
3887	Vliegtuigen maken veel lawaai als ze opstijgen of landen.
3888	Rond de luchthaven van Zaventem zijn er regels over dat lawaai.
3889	De regels van Brussel zijn anders dan die van Vlaanderen.
3890	Brussel wil te luide vliegtuigen een boete geven.
3891	Dat zal bedrijven van vliegtuigen veel geld kosten.
3892	Misschien gaan ze dan wel weg uit Zaventem.
3893	Vlaanderen vindt dat niet eerlijk.
3894	De regel kan veel jobs kosten.
3895	De regeringen van Brussel en Vlaanderen maken nu ruzie.
3896	Zullen ze snel een oplossing vinden?
3897	Zie je de kapel op de berg?
3898	Die is al 350 jaar oud.
3899	Daar gaat Stan Vanuytrecht wonen.
3900	De kapel ligt in de Alpen in Oostenrijk.
3901	Stroom en internet zijn er niet.
3902	Je kan er alleen te voet naartoe.
3903	Het duurt bijna een uur om naar beneden te wandelen.
3904	Binnenkort veranderen de ziekenwagens in ons land.
3905	Ziekenwagens vervoeren zieken en gewonden.
3906	Dat vervoer is niet altijd even dringend.
3907	Daarom komt er één kleur voor dringende hulp.
3908	Die ziekenwagens zullen geel zijn.
3909	Andere ziekenwagens krijgen een witte kleur.
3910	Zij zullen ook geen zwaailicht en sirene meer hebben.
3911	Vrolijk Pasen en laat de eitjes smaken!
3912	Ferrari viert deze maand feest.
3913	Het automerk uit Italië bestaat 70 jaar.
3914	Ferrari maakte pas zijn snelste auto ooit.
3915	Enzo Ferrari is de stichter van het merk.
3916	Hij maakte de eerste Ferrari in maart 1947.
3917	De auto’s zijn ook heel snel.
3918	De nieuwste is de 812 Superfast.
3919	Die haalt 340 kilometer per uur.
3920	Daiza heeft drie volwassen witte neushoorns.
3921	Het park haalt de hoorns van die dieren nu weg.
3922	Dan hebben stropers geen reden om de dieren te doden.
3923	Stropers doodden neushoorns in een zoo in Frankrijk.
3924	Ze deden dat om de hoorn te stelen.
3925	Die hoorns zijn tot 60.000 euro per kilogram waard.
3926	Dat kost veel neushoorns het leven.
3927	De dieren zijn heel erg bedreigd met uitsterven.
3928	De aanslagen in Brussel zijn dan een jaar geleden.
3929	Er vielen 32 slachtoffers.
3930	Bommen ontploften op twee plaatsen.
3931	Eerst was dat op de luchthaven van Zaventem.
3932	Daarna was er een aanslag in metrostation Maalbeek.
3933	Islamitische Staat (IS) eiste de aanslagen op.
3934	Drie terroristen bliezen zichzelf op.
3935	Twee daders liepen weg.
3936	Zij werden later opgepakt.
3937	Een jaar later, op 22 maart, herdenken we deze droeve aanslagen.
3938	Dit weekend slapen we een uurtje minder.
3939	In de nacht van zaterdag op zondag schakelen we over van wintertijd naar zomertijd.
3940	We slapen dan wel een uurtje minder.
3941	Dankzij de zomertijd is het 's avonds een uurtje langer klaar.
3942	Een lekker gerechtje klaargemaakt?
3943	Leuke foto trekken!
3944	En delen op Facebook.
3945	Veel mensen doen dit graag.
3946	Maar wist je dat je ook mensen kan helpen via Facebook?
3947	Wie teveel eten heeft klaargemaakt, kan het daar gratis aanbieden.
3948	Wie niet zoveel geld heeft, kan dit eten ophalen.
3949	Niels Destadsbader is blij.
3950	Hij kan weer optreden.
3951	Normaal zou hij in oktober en november vijf keer zingen in het Sportpaleis.
3952	Dat kon niet meer door het corona-virus.
3953	Maar Niels zocht een oplossing.
3954	Hij gaat nu zingen in de Ghelamco-arena.
3955	Dat is het stadion van voetbalclub AA Gent.
3956	De optredens zijn op 14, 15, 21 en 22 november.
3957	Er is elke avond plaats voor 1.200 fans.
3958	Zie jij wie hij is?
3959	Golden Prince is de duurste duif ooit.
3960	Het is een Belgische duif.
3961	Die is verkocht voor 360.000 euro.
3962	De koper is een man uit Zuid-Afrika.
3963	Hij is een fan van de duivensport.
3964	Hierbij vliegen duiven zo snel mogelijk.
3965	Ze vliegen dan honderden kilometers.
3966	Dan kies je een Ketnetwrapper.
3967	Je leest de tekst van de gekozen wrapper.
3968	Veel leesplezier!
3969	Je vinger opsteken is ouderwets.
3970	Dat vinden veel leraren.
3971	Alle kinderen moeten aan het woord komen.
3972	Niet alleen degenen die het antwoord snel weten.
3973	Maar hoe geef je dan wel antwoord in de klas?
